time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.439999999999993,2.77821873022,8.18938792746,15.897168295,0.516146255355,0.035479777537,0.0,1.3134936152,7.31539504819,4.39231504018,0.171963184859,0.159927232231,0.0,450.9338756019566,450.4751341444863,451.5632992462605,451.0479633146468
4.499999999999992,2.85639098899,8.63479036996,16.1558805457,0.526192812446,0.0454061954442,0.0,1.29152134896,7.53171148933,4.23125399678,0.156396685563,0.174647231334,0.0,420.4247680337503,421.72618812280587,421.5076977610709,420.18820700983406
4.559999999999991,2.93302701591,9.09394241831,16.4061041586,0.535968003444,0.0560403125559,0.0,1.26217107858,7.77354924253,4.10908392619,0.173510144092,0.181958667164,0.0,436.3436206570756,436.98457914127704,434.95945014923234,436.41631645313737
4.6199999999999894,3.00771611179,9.56776683856,16.6491044511,0.546165699057,0.06697145569,0.0,1.2265947474,8.02078514995,3.99036749048,0.161716589928,0.182635315643,0.0,438.58148357149116,438.6702969173155,439.2505591850838,438.2991375158938
4.679999999999988,3.07987244041,10.0581349965,16.8876199686,0.555373508371,0.0777831444514,0.0,1.17763640013,8.32467406479,3.95894357489,0.126863008534,0.174811585311,0.0,471.09879980001296,470.5226340675156,474.008315440878,471.3413720121541
4.739999999999987,3.14929084255,10.5640909076,17.119838814,0.562458045466,0.0881982203112,0.0,1.13555775107,8.54061449365,3.78169993779,0.0878255359031,0.171014141208,0.0,420.7420937094805,420.4439176528642,421.3406739235902,417.96348029835247
4.799999999999986,3.21581491482,11.0842970719,17.343474553,0.567309604497,0.0989529826457,0.0,1.08107356755,8.79927471619,3.67249304289,0.0608932297336,0.192013972547,0.0,444.8313469108196,446.5786759919282,447.72686838340803,445.5346040239705
4.859999999999984,3.27909987796,11.6188539298,17.5587826824,0.571361444993,0.110745378825,0.0,1.02756780613,9.01908401674,3.5046315579,0.0782804395963,0.204316906831,0.0,423.51133342311795,424.60812850305484,423.6689576729881,425.1653370961914
4.919999999999983,3.33857684872,12.168568427,17.7671673736,0.576755311322,0.122574374892,0.0,0.953991073367,9.3041838746,3.44083955662,0.106488678199,0.176310169586,0.0,465.0035036171823,462.83920193329925,461.81893768698956,464.04532034442667
4.979999999999982,3.3939980523,12.7328867534,17.9679016176,0.582801210083,0.133203705878,0.0,0.892648336679,9.50638078715,3.2504616292,0.085741611599,0.178792397982,0.0,416.2635788756719,416.51337621912313,417.6601521947241,415.8553998841679
5.0399999999999805,3.44478167328,13.3125930638,18.1622054207,0.587704012683,0.143968819428,0.0,0.799265518619,9.81637493668,3.22532231831,0.072115274821,0.180640567479,0.0,478.8945094013943,479.06364470701965,479.4632328254797,478.43138896637936
